beername	beer_style	alcohol_percentage	brewery	start_production	end_production	beer_rating
Opstalse tripel deceniumnbierl	Nan	NaN	Brouwerij Meesters	?	?	No Rating Found
Orval	Trappist	6.2	Abdij Notre-Dame d'Orval	?	Present	3.687
Orvélo	Triple	7.5	De Proefbrouwerij voor bierfirma Half Zeven	?	?	3.409
Oudbeitje	Strawberry Lambic	6	Hanssens Artisanaal	?	?	3.702
Oud Bier	Table Beer	2.1	Brouwerij Strubbe	?	?	2.822
Oud Bruin (Anglo-Belge)	Red-Brown Beer	4.7	Brouwerij Anglo-Belge	1891	1985	No Rating Found
Oudenburgs bruin	Brown	NaN	Brouwerij Steedje	?	?	3.132
Oudenaards tarwebier	Wheat Beer	NaN	Brouwerij Clarysse (bierfirma)	?	?	No Rating Found
Oud Tassels	Triple	8.5	Brouwerij Boelens voor Bier- en Wijnhandel De Neys-Asselman	2009	Present	3.334
Oud Kriekenbier	Fruit Beer	6	Brouwerij Strubbe voor |-	?	?	3.321
Oud Zottegems Bier hoge gisting	Top Fermentation	6.5	nan	?	?	No Rating Found
Oud Zottegems Bier hergist	Top Fermentation	NaN	Brouwerij Crombé, Brouwerij Strubbe	?	?	3.13
Oude Geuze 3 Fonteinen	Geuze	7	Geuzestekerij 3 Fonteinen	?	?	4.065
Oude Geuze Vintage 3 Fonteinen	Geuze	6	Geuzestekerij 3 Fonteinen	?	?	4.445
Oude Franboise 3 Fonteinen	Lambic/Kriek	6	Geuzestekerij 3 Fonteinen	?	?	No Rating Found
Oudenaards	High Fermentation	5	Brouwerij Roman	?	?	3.159
Oudstrijder Blond	Blond, Top Fermentation, Organic	7.2	Brouwerij Strubbe	2014	Present	3.429
Oudstrijder Dobbel-Tripel	Ruby Red, Top Fermentation, Organic	7.8	Brouwerij Strubbe	2014	Present	3.385
Oude Geuze Boon	Geuze	6.5	Brouwerij Boon	?	Present	3.381
Oude Geuze De Cam	Geuze	6	Geuzestekerij De Cam	?	?	4.059
Oude Geuze Oud Beersel	Geuze	6	Brouwerij Oud Beersel	?	Present	3.773
Oude Gueuze Hanssens	Geuze	6	Hanssens Artisanaal	?	?	3.981
Oude Gueuze Tilquin à l'ancienne	Geuze	6.0	Gueuzerie Tilquin	?	?	4.006
Oude Godje	Blond	6.0	De Proefbrouwerij	?	?	3.179
Oude Kriek 3 Fonteinen	Lambic/Kriek	6	Geuzestekerij 3 Fonteinen	?	?	4.189
Oude Kriek Boon	Lambic	6.5	Brouwerij Boon	?	?	3.657
Oude Kriek De Cam	Lambic/Kriek	6.5	Geuzestekerij De Cam	?	?	4.126
Oude Kriek Hanssens	Lambic/Kriek	6	Hanssens Artisanaal	?	?	3.972
Oude Kriek Oud Beersel	Lambic	6.5	Brouwerij Oud Beersel	?	?	3.797
Oude Lambiek De Cam	Lambic	5	Geuzestekerij De Cam	?	?	3.861
Oude Quetsche Tilquin à l'ancienne	Lambic	6.4	Gueuzerie Tilquin	?	?	4.169
Ouwen duiker	Blond	7	Brouwerij T Verzet	?	?	3.518
Outblack	Belgian Strong Ale	10	De Struise Brouwers	?	?	3.841
Oxymore	Amber, Top Fermentation	5	Brasserie Oxymore	?	?	No Rating Found
Paasei (bier)	Brown	7.8	voor bierfirma Vacas	?	?	2.734
Pa-Gijs	Brown	8.5	Brouwerij Boelens	1995	Present	3.186
Paix-Dieu	Abbey Beer	10	Brasserie Caulier	?	?	3.77
Pajnner	Blond	NaN	Brouwerij Dilewyns voor de Dendermondse Gilde der Vrije Pijnders	2023	Present	3.322
Paljas Blond	Blond	6	Brouwerij Anders! voor Brouwerij Henricus	?	?	3.369
Paljas Bruin	Brown	6	Brouwerij Anders! voor Brouwerij Henricus	?	?	3.274
Paljas IPA	Amber, Ipa	6	Brouwerij Anders! voor Brouwerij Henricus	?	?	3.438
Palm	Special Belgian	5.4	Brouwerij Palm	1929	Present	3.357
Palm Dobbel	Christmas Beer	6	Brouwerij Palm	1947	Present	3.243
Palm Green	Low Alcohol	0.25	Brouwerij Palm	?	2012	2.147
Palm Hopper	Top Fermentation	6	Brouwerij Palm	?	?	3.342
Palm Hop Select	Top Fermentation	6	Brouwerij Palm	2011	Present	3.342
Palm N.A	Low Alcohol	0.25	Brouwerij Palm	2012	Present	2.147
Palm Royale	Top Fermentation	7.5	Brouwerij Palm	2003	Present	3.474
Palm Sauvin	Top Fermentation	4.9	Brouwerij Palm	2011	Present	3.115
Palm Speciale	Special Belgian	5.2	Brouwerij Palm	?	?	3.357
Pandreitje	Dark Blonde	7	Brouwerij De Regenboog	?	?	No Rating Found
Pannepot	Top Fermentation	10	De Struise Brouwers bij Brouwerij Deca	2005	?	3.93
Pannepot Reserva	Top Fermentation, Brown	10	De Struise Brouwers bij Brouwerij Deca	?	Present	3.968
Pannepot Grand Reserva Vintage	Top Fermentation, Brown	10	De Struise Brouwers bij Brouwerij Deca	2007	2007	4.205
Pannepot Special Reserva	Top Fermentation, Brown	10	De Struise Brouwers bij Brouwerij Deca	2007	2007	4.047
Pannepot Wild	Top Fermentation, Brown	10	De Struise Brouwers bij Brouwerij Deca	?	?	4.05
Pannepeut	Top Fermentation	10	De Struise Brouwers bij Brouwerij Deca	?	?	4.103
Papegaei	Top Fermentation	8	Brouwerij Verstraete bij Brouwerij Deca	2009	Present	3.609
Papy Jo	Fruit	3.2	Brasserie Ruwet	?	2000	No Rating Found
Passchendaele	Top Fermentation	5.2	Brouwerij Van Honsebrouck	2016	Present	3.218
Passendale	Amber	6	Brouwerij Duvel Moortgat	2000	2005	3.251
Pater	Regional Beer	6	Brouwerij Anders! in opdracht van vzw Brouwerij De Lelie	2009	Present	3.123
Pater	Regional Beer	6	Brouwerij De Lelie	?	1952	3.123
Paterke	Nan	NaN	Brouwerij Villers	?	?	No Rating Found
Pater Lieven	Amber Abbey Beer	5.7	Brouwerij Van Den Bossche	1957	1997	3.5
Pater Lieven Blond	Abbey Beer	6.5	Brouwerij Van Den Bossche	1997	Present	3.37
Pater Lieven Bruin	Abbey Beer	6.5	Brouwerij Van Den Bossche	1997	Present	3.25
Pater Lieven Tripel	Abbey Beer	8	Brouwerij Van Den Bossche	1998	Present	3.5
Pater Lieven Wit	Abbey Beer	8	Brouwerij Van Den Bossche	2005	Present	3.338
Paternoster Dubbel	Brown Double	8	Microbrouwerij Achilles in De Proefbrouwerij in opdracht van Paters en Prinsen	2009	Present	3.541
Paternoster Tripel	Triple	8	Brouwerij Anders! in opdracht van Paters en Prinsen	2011	Present	3.355
Pater Van Damme	Nan	7.5	Pater Van Damme (Damme)	?	?	3.542
Pater Verbiest Blond	Organic, Blonde	6.5	De Proefbrouwerij	2001	Present	3.238
Pater Verbiest Donker	Organic, Dark	9	De Proefbrouwerij	2001	Present	No Rating Found
Patrasche dubbel	Dark Brown	8	De Proefbrouwerij voor Brouwerij De Arend (Hoboken)	?	?	No Rating Found
Patroon	Nan	NaN	Brouwerij Villers	?	?	3.604
Paulus	Old Brown	6	Brouwerij Het Sas	?	?	3.346
Paus	Regional Beer	NaN	Brouwerij Anders! in opdracht van Brouwerij De Lelie	?	1952	3.503
Paus	Regional Beer	8.5	Brouwerij Anders! in opdracht van Brouwerij De Lelie	2008	Present	3.503
Pauwel Kwak	Specialty Beer	8.4	Brouwerij Bosteels	1980	Present	3.767
Pax Pils	Pilsner	4.6	Brouwerij Sint-Jozef	1937	Present	2.921
Peak 0.0	Nan	0	Brasserie Peak Beer	?	Present	2.717
Peak Beer Blond	Nan	6	Brasserie Peak Beer	?	Present	3.36
Peak Beer Brune	Nan	8.5	Brasserie Peak Beer	?	Present	3.187
Peak Grand Cru	Top Fermentation	10.5	Brasserie Peak Beer	?	Present	3.701
Peak Beer IPA	Nan	6.5	Brasserie Peak Beer	?	Present	3.615
Peak Myrtille	Nan	4.5	Brasserie Peak Beer	?	Present	2.675
Peak Summer	Nan	4	Brasserie Peak Beer	?	Present	3.4
Peak Beer Triple	Nan	8.5	Brasserie Peak Beer	?	Present	3.521
Peak Winter	Nan	9	Brasserie Peak Beer	?	Present	3.428
Pêche Mel Bush	Fruit Beer	8.5	Brouwerij Dubuisson	2009	Present	3.435
Pee Klak Grand Cru	Label Beer	8.4	Brouwerij Strubbe voor Brouwerij Crombé	?	?	No Rating Found
Père Abbé	Triple	7.3	Brasserie Du Bocq	?	?	No Rating Found
Père Noël	Christmas Beer	7	Brouwerij De Ranke	1996	Present	3.453
Peter Benoit	Label Beer	5	Brouwerij Het Sas	1955	Present	No Rating Found
Petrus Aged Pale	Aged Pale	7.3	Brouwerij Bavik	2001	Present	3.586
Petrus Aged Red	Reddish Brown	8.5	Brouwerij Bavik	2013	Present	3.606
Petrus Blond	Top Fermentation, Blond	6.6	Brouwerij Bavik	2006	Present	3.492
Petrus Dubbel Bruin	Brown	6.5	Brouwerij Bavik	2006	Present	3.327
Petrus Gouden Tripel	Triple	7.5	Brouwerij Bavik	2006	Present	3.461
Petrus Oud Bruin	Old Brown	5.5	Brouwerij Bavik	?	Present	3.431
Petrus Speciale	Specialty Beer	5.5	Brouwerij Bavik	2006	Present	3.124
Petrus Winterbier	Winter Beer	6.5	Brouwerij Bavik	2006	Present	3.517
Phaedra	Amber	6	Brouwerij Het Alternatief bij Brouwerij De Graal	?	?	3.817
Pick-Up	Pilsner	5	Brouwerij Walrave	?	?	3.309
Piedbœuf Blonde	Table Beer	1.5	Brouwerij Piedbœuf (InBev)	?	Present	1.887
Piedbœuf Brune	Table Beer	1.5	Brouwerij Piedbœuf (InBev)	?	Present	No Rating Found
Piedbœuf Excellence	Table Beer	2	Brouwerij Piedbœuf (InBev)	?	?	No Rating Found
Piedbœuf Foncée	Table Beer	1.5	Brouwerij Piedbœuf (InBev)	?	?	2.191
Piedbœuf Triple	Table Beer	3.8	Brouwerij Piedbœuf (InBev)	?	Present	2.24
Pierewietje	Nan	6	Brouwerij De Regenboog	?	?	3.654
Piet-Agoras	Top Fermentation	9	Brouwerij Het Alternatief bij Brouwerij De Graal	?	?	3.176
Pikkeling	Blond	6.2	Brouwerij Slaghmuylder in opdracht van VVV De Faluintjesstreek	2011	Present	3.192
Pikkeling (40)	Amber, Top Fermentation	5.5	Brouwerij Slaghmuylder in opdracht van VVV De Faluintjesstreek	2009	2011	No Rating Found
Pikkeling Tripel	Triple	8	Brouwerij Boelens in opdracht van VVV De Faluintjesstreek	?	2008	No Rating Found
Pilaarbijter Blond	Top Fermentation	7.2	Brouwerij Bavik	2002	Present	3.459
Pilaarbijter Bruin	Top Fermentation	6.5	Brouwerij Bavik	2003	Present	3.249
Pils de Brabant	Pilsner	4.9	Groep John Martin	?	?	3.01
Pimpernelle	Triple, Organic	8	Brouwerij Jessenhofke	2010	Present	3.383
Pink Floyd	Nan	NaN	Brouwerij Villers	?	?	3.679
Pint Job	Blonde Specialty Beer	7.1	Brouwerij Ergens in Gent	2020	Present	3.538
Pink Killer	Top Fermentation, Fruity Wheat Beer	5	Brasserie de Silly	?	?	2.728
Pipedream	Ipa	7.8	Brouwerij Alvinne	?	?	3.37
Piraat	Top Fermentation	10.5	Brouwerij Van Steenberge	?	Present	3.608
Pissenlit	Season	8	Brasserie Fantôme	?	?	3.752
Pispotbier	Nan	NaN	Brouwerij Villers	?	?	3.729
Platteau	Blond	4.5	Brouwerij Alvinne voor Brouwerij Het Alternatief	2014	?	3.079
Plezir Blond	Pilsner	5.5	Brouwerij Sint-Jozef in opdracht van Zirvest Cvba	2011	2014	2.714
Plezir Brown	Top Fermentation	7.1	Brouwerij Sint-Jozef in opdracht van Zirvest Cvba	2011	2014	3.106
Plezir D Lux Blond	Blond Aperitif Beer	6.7	Brouwerij Sint-Jozef in opdracht van Zirvest Cvba	2011	2014	2.714
Plezir D Lux Rosé	Rose Beer	5.2	Brouwerij Sint-Jozef in opdracht van Zirvest Cvba	2011	2014	2.97
Ploegsteert	Nan	5.4	Brouwerij Verhaeghe Vichte	?	?	3.538
Plokkersbier	Amber	7	Brouwerij De Bie	?	?	2.913
PMPRNL	Triple, Organic	8	Brouwerij Jessenhofke	2010	Present	3.383
Podge Belgian Imperial Stout	Stout	10.5	Brouwerij Alvinne	?	?	3.56
Podge Oak Aged Stout	Stout	11	Brouwerij Alvinne	?	?	3.357
Polygonneke	Red Brown Label Beer	6	Brouwerij Van Eecke	1955	Present	No Rating Found
PoppoLou	Blond	6	Café Manuscript (gebrouwen in Brouwerij Anders! en later Huyghe)	2012	Present	3.351
Postel Blond	Blond, Abbey Beer	7	Affligem Brouwerij (vroeger eerst door Brouwerij Campina en dan Brouwerij De Smedt)	1953	Present	3.438
Postel Christmas	Red-Brown Abbey Beer	9	Affligem Brouwerij (vroeger eerst door Brouwerij Campina en dan Brouwerij De Smedt)	?	Present	3.494
Postel Dubbel	Brown, Abbey Beer	7	Affligem Brouwerij (vroeger eerst door Brouwerij Campina en dan Brouwerij De Smedt)	?	Present	3.389
Postel Tripel	Blonde Tripel, Abbey Beer	8.5	Affligem Brouwerij (vroeger eerst door Brouwerij Campina en dan Brouwerij De Smedt)	?	Present	3.555
Potteloereke	Brown	8	Huisbrouwerij Sint-Canarus	2007	Present	3.283
Poorter (bier)	Abbey Beer	6.5	Brasserie du Bocq voor Brouwerij Sterkens	?	?	No Rating Found
Poperings Hommelbier	Top Fermentation	7.5	Brouwerij Van Eecke	1981	Present	3.455
Poperings Nunnebier	Top Fermentation	7.2	Brouwerij Verhaeghe	2007	Present	3.26
Préaris Blond	Top Fermentation	6	De Proefbrouwerij voor Vliegende Paard Brouwers	2012	Present	3.338
Préaris Quadrupel	Belgian Strong Ale	10	De Proefbrouwerij voor Vliegende Paard Brouwers	?	Present	3.739
Préaris IPA (No Hops No Glory)	Ipa	6.7	De Proefbrouwerij voor Vliegende Paard Brouwers	?	?	3.42
Prima Leroy	Table Beer	3.25	Brouwerij Het Sas	?	?	2.709
Primus	Pilsner	5.2	Brouwerij Haacht	1975	Present	2.875
Prins van Horne	Amber	7.9	Brouwerij Boelens voor Vryheytscamme	?	?	3.402
Prinsesken	Light Red, Fruit Beer	6.5	Brouwerij Boelens	?	Present	2.289
Prosit pils	Pilsner	NaN	Brouwerij Bosteels	?	Present	3.467
Pumpkin Ale	Nan	NaN	Brouwerij Villers	?	?	3.924
Puitenkop	Ipa	5.6	Brouwerij 't Paenhuys	?	?	3.186
Qantelaar	Quadruple	8	Brouwerij Maenhout voor bierfirma Proefbrouwerij d'oude maalderij	2013	Present	3.393
Quadrigenti	Blond	5.6	't Hofbrouwerijke voor bierfirma Montaignu	?	?	3.144
Quest	Blond	9	Brouwerij De Graal	2009	Present	4.093
Queue de Charrue Ambrée	Amber	5.6	Brouwerij Verhaeghe Vichte in opdracht van Brouwerij Vanuxeem	1998	Present	3.245
Queue de Charrue Blonde	Blond, Top Fermentation	6.6	Brouwerij Verhaeghe Vichte in opdracht van Brouwerij Vanuxeem	2009	Present	3.45
Queue de Charrue Brune	Old Brown	5.4	Brouwerij Verhaeghe Vichte in opdracht van Brouwerij Vanuxeem	1986	Present	3.321
Queue de Charrue Triple	Triple	9	Brouwerij Van Steenberge in opdracht van Brouwerij Vanuxeem	1992	Present	3.538
Quackelbeens Donker	Top Fermentation, Chocolate Beer	7.1	Brouwerij Gulden Spoor voor Alain Quackelbeen	?	?	No Rating Found
Quintine Ambrée	Top Fermentation	8.5	Brasserie Ellezelloise	?	Present	3.444
Quintine Bio Organic	Top Fermentation, Organic	5.9	Brasserie Ellezelloise	?	Present	3.264
Quintine Blonde	Top Fermentation	8	Brasserie Ellezelloise	?	Present	3.474
Rader Ambrée	Amber	10.5	Brasserie de l'Abbaye du Val-Dieu voor Stokerij Radermacher	?	?	3.575
Rader Blonde	Blond	6.5	Brasserie de l'Abbaye du Val-Dieu voor Stokerij Radermacher	?	?	2.843
Ramée Blond	Blond, Triple, Abbey Beer	6.8	Brasserie du Bocq, in opdracht (vroeger Brasserie de Brunehaut)	2001	Present	3.404
Ramée Triple Amber	Amber, Tripel, Abbey Beer	7.5	Brasserie du Bocq, in opdracht (vroeger Brasserie de Brunehaut)	2001	Present	3.452
Ramée Triple Blond	Blond, Triple, Abbey Beer	7.5	Brasserie du Bocq, in opdracht (vroeger Brasserie de Brunehaut)	2001	Present	3.47
Ramée Wit	White Abbey Beer	5	Brasserie du Bocq, in opdracht (vroeger Brasserie de Brunehaut)	2001	Present	3.312
Ravensteenbier	Nan	NaN	Brouwerij Bios	?	?	No Rating Found
Rasta Trolls	Top Fermentation, Blond	7	Brouwerij Dubuisson	2018	Present	3.468
Rebel Local	Ipa	8.5	Brouwersverzet bij Brouwerij Gulden Spoor	?	?	3.444
Redbach	Fruit Beer (Cherry Juice)	3.5	Brouwerij Rodenbach	2004	2007	3.469
Redbocq	Fruit Beer	3.1	Brasserie Du Bocq	?	Present	3.182
Redor	Pilsner	5	Brasserie Dupont	?	?	3.191
Regal Christmas	Brown	8.1	Brasserie Du Bocq	?	?	3.293
Reinaert Blond	Amber	7	De Proefbrouwerij	?	Present	No Rating Found
Reinaert Grand Cru	Amber	9.5	De Proefbrouwerij	?	Present	3.579
Reinaert Tripel	Blond	9	De Proefbrouwerij	?	Present	3.571
Reinhardstein	Blond	NaN	Brouwerij Val-Dieu	?	Present	3.456
René	Blond	7	Brouwerij De Graal	2016	Present	2.983
Reninge Bitter Blond	Blond	7	Seizoensbrouwerij Vandewalle	?	?	3.434
Reninge Oud Bruin	Brown	6	Seizoensbrouwerij Vandewalle	?	?	3.54
Revolucion Mexicana'10	Low Fermentation	5	Group John Martin	?	?	No Rating Found
Rex Artus	Top Fermentation	8.5	Brouwerij Bier & Karakter bij Brouwerij Anders!	2014	Present	3.447
Rex Artus Grand Prestige	Top Fermentation	8.5	Brouwerij Bier & Karakter bij Brouwerij Anders!	2015	Present	3.479
Ribaldus blond	Blond	7.5	Brouwerij De Graal voor bierfirma Ribaldus	?	?	3.172
Rick's bier	Blond	6	De Proefbrouwerij	?	Present	3.34
Rick's Abbesse	Amber	6	De Proefbrouwerij	?	Present	2.967
Rick's bier bruin	Brown	10	De Proefbrouwerij	?	Present	3.233
Ridder	Low Alcohol	2.25	Brouwerij Het Sas	1988	Present	2.304
Riebedebie	Triple	9	Brouwerij De Bie	?	Present	3.2
Rigas	Nan	NaN	Brouwerij Villers	?	?	2.699
Riva Blanche	Wheat Beer	5	Brouwerij Riva	1985	2007	3.245
Riva Pils	Pilsner	5	Brouwerij Riva	?	?	No Rating Found
Robustus	Quadruple	10	Brouwerij Het Gulden Spoor	?	?	3.922
Rochefort 6	Trappist	7.5	Abdij Notre-Dame de Saint-Rémy	?	Present	3.714
Rochefort Tripel Extra	Trappist	8.1	Abdij Notre-Dame de Saint-Rémy	?	Present	No Rating Found
Rochefort 8	Trappist	9.2	Abdij Notre-Dame de Saint-Rémy	?	Present	3.848
Rochefort 10	Trappist	11.3	Abdij Notre-Dame de Saint-Rémy	?	Present	4.06
Rochefortoise ambrée	Amber	8	Brasserie La Rochefortoise	?	?	3.5
Rochefortoise blonde	Blond	6.2	Brasserie La Rochefortoise	?	?	3.545
Rochefortoise brune	Brown	10	Brasserie La Rochefortoise	?	?	3.5
Rochus De Ryck	Nan	NaN	brouwerij De Ryck	?	?	No Rating Found
Rodenbach	Old Brown	5.2	Brouwerij Rodenbach	?	Present	3.743
Rodenbach Alexander	Old Brown	6	Brouwerij Rodenbach	?	Present	3.962
Rodenbach Caractère Rouge	Old Brown	7	Brouwerij Rodenbach	2011	Present	4.154
Rodenbach Grand Cru	Old Brown	6	Brouwerij Rodenbach	?	Present	3.653
Rodenbach Rosso	Old Brown	4	Brouwerij Rodenbach	2014	Present	3.305
Rodenbach Vintage	Old Brown	7	Brouwerij Rodenbach	2010	Present	4.2
Roeselaarse tripel	Triple	8.5	Bram's Brewery	2017	Present	3.522
Rogier (bier)	Special Belgian	6.5	Brouwerij De Graal voor Traagwater	?	?	3.52
Roman special	Nan	5.5	Brouwerij Roman	?	2013	3.416
Romy Pils	Pilsner	5.1	Brouwerij Roman	1945	Present	2.886
Romy Luxe	Pilsner	5.6	Brouwerij Roman	?	?	3.185
Rond 'O blond	Blond	NaN	Microbrouwerij Den Triest	?	?	No Rating Found
Rond 'O bruin	Brown	NaN	Microbrouwerij Den Triest	?	?	No Rating Found
Ronsischen Dubbel	Winter Beer	7.4	De Proefbrouwerij voor bierfirma Slaapmutske	?	Present	3.292
Ronsischen Tripel	Triple	8	De Proefbrouwerij voor bierfirma Slaapmutske	?	Present	3.557
Roodebol	Fruit Beer	6.6	Brouwerij Loterbol	?	?	3.312
Roosendael blond	Blond	NaN	Brouwerij Villers	?	?	3.278
Roosendael bruin	Brown	NaN	Brouwerij Villers	?	?	No Rating Found
Rosdel	Amber	5.8	Brouwerij Nieuwhuys	2008	Present	3.268
Rosé de Gambrinus	Fruit Beer, Lambic	5.5	Brasserie Cantillon	1986	Present	4.277
Rose des Remparts	Fruit Beer	4.5	Brasserie La Binchoise	1992	Present	2.749
Rosé Max	Fruit Beer	4.5	Brouwerij Bockor	2009	Present	3.229
Roste Jeanne	Belgian Ale	7	De Struise Brouwers bij Brouwerij Deca	?	Present	3.29
Rousse de Brabant	Copper-Amber	5.2	Groep John Martin	?	Present	3.425
RSRV	Organic, Red Brown	10	Brouwerij Jessenhofke bij De Proefbrouwerij	2010	Present	3.431
Rubbel	Nan	NaN	Brouwerij Villers	?	?	3.808
Rubbens	Nan	nan	Brouwerij van Zonnegem	?	?	3.459
Runxter	Triple	7.5	Brouwerij Donbosvalk	2019	Present	3.185
's Lands Souvenirs Du Terroir	Brown	11	Brouwerij De Landtsheer	?	?	No Rating Found
Safir	Pilsner	5	InBev	1939	2018	3.537
Saint-Benoît Blonde	Blond, Top Fermentation	6.3	Brasserie du Bocq	1988	Present	3.439
Saint-Benoît Brune	Dark, Top Fermentation	6.5	Brasserie du Bocq	1988	Present	No Rating Found
Saint-Benoît Tripel	Triple, Top Fermentation	NaN	Brasserie du Bocq	1988	?	3.588
Saint Honoré	Nan	NaN	Brouwerij Old Bailey	?	?	3.947
Saint-Lamvinus	Fruit Beer, Lambic	6	Brouwerij Cantillon	1993	Present	4.436
Saint-Monon Ambrée	Amber	6.5	Brasserie Saint-Monon	1996	Present	3.177
Saint-Monon au Miel	Tripel, Honey Beer	8	Brasserie Saint-Monon	1996	Present	3.362
Saint-Monon Brune	Double	7.5	Brasserie Saint-Monon	1996	Present	3.124
Saison 1858	Season	6.4	Brasserie du Bocq	?	?	3.566
Saison 1900	Amber, Saison	5.2	Brouwerij Lefebvre	1982	Present	3.207
Saison 2000	Season	6.5	Brasserie des Légendes	?	?	3.919
Saison Cazeau	Season	5	Brasserie de Cazeau	?	?	3.361
Saison de Dottignies	Season	5.5	Brouwerij De Ranke	2010	Present	3.411
Saison de la Senne	Season	4.3	Brouwerij De Ranke voor Brasserie de la Senne	?	?	3.467
Saison de Mai	Season	8.3	Brasserie Saint-Monon	?	?	3.38
Saison de Pipaix	Season	6	Brasserie à Vapeur	1785	Present	3.446
Saison d'Epeautre	Blond, Spelled	6	Brasserie de Blaugies	1994	Present	3.721
Saison d'Erezée	Season	6.2	Brouwerij Fantôme	?	?	3.623
Saison d'Erpe-Mere	Season	6.9	Brouwerij De Glazen Toren	2004	Present	3.74
Saison de Silly	Saison, Amber	5	Brasserie de Silly	?	?	3.286
Saison Dupont	Season	6.5	Brouwerij Dupont	1884	Present	3.691
Saison Dupont Bio	Saison, Organic	5.5	Brouwerij Dupont	1990	Present	No Rating Found
Saison Dupont Cuvée Dry Hopping	Season	6.5	Brouwerij Dupont	?	?	3.674
Saison Regal	Saison, Amber	5.5	Brasserie du Bocq (voorheen Brasserie Centrale)	1940	Present	3.789
Saison St-Feuillien	Saison, Amber	6.5	Brasserie Saint-Feuillien	?	?	3.551
Saison Voisin	Saison, Amber	5	Brasserie des Légendes	2001	Present	3.295
Sans Pardon	Imperial Stout, Black	11	Brouwerij De Dochter van de Korenaar	?	?	3.828
Santa Bee	Brown Christmas Beer	8.5	Brouwerij Boelens	2006	Present	3.313
Sara Blond	Blond, Top Fermentation, Buckwheat	6	Brasserie de Silenrieux	1991	Present	2.987
Sara Bruin	Brown, Top Fermentation, Buckwheat	6	Brasserie de Silenrieux	1991	Present	3.046
Sas Brune	Top Fermentation	5.3	Brouwerij Het Sas	?	?	3.334
Sas Export	Export Lager	5	Brouwerij Het Sas	?	?	2.534
Sas Pils	Pilsner	5	Brouwerij Het Sas	?	?	2.876
Sasbräu	Dortmund	6.3	Brouwerij Het Sas	?	?	2.939
Scaldienne Satcheu	Top Fermentation	6.5	Brouwerij facon	?	?	No Rating Found
Satan Black	Dark, Top Fermentation	8	Brouwerij De Block	?	Present	3.402
Satan Gold	Blond, Top Fermentation	8	Brouwerij De Block	1986	Present	3.428
Satan Red	Flemish Brown	8	Brouwerij De Block	1992	Present	3.374
Satan White	White Beer	5	Brouwerij De Block	2016	Present	3.213
Saxo	Top Fermentation	8	Brasserie Caracole	1994	Present	3.533
Schaarbeekse Oude Kriek 3 Fonteinen	Fruit Beer, Lambic	5	Geuzestekerij 3 Fonteinen	?	?	4.399
Schapenkop	Triple	8	Brouwerij 't Paenhuys	?	?	3.347
Scheldepils	Pilsner	5	Brouwerij Huyghe voor de De Scheldebrouwerij	2002	Present	3.032
Schluck Specht Pils	Nan	NaN	Brouwerij Villers	?	?	3.212
Schoenlappertje	Blackcurrant Beer	5	De Scheldebrouwerij	1996	2011	2.688
Schultenbräu	Pilsner	4.9	Brouwerij Martens voor Aldi	?	Present	2.673
SchuppenAas	Amber	6.5	De Scheldebrouwerij voor Brouwerij Het Nest	2012	Present	3.266
SchuppenBoer	Triple	8.5	De Scheldebrouwerij voor Brouwerij Het Nest	2007	Present	3.541
Scotch Crowned Trees Scotch	Scotch	7.2	Inbev (voorheen Brouwerij Wielemans	1926	Present	3.265
Scotch Crowned Trees Stout	Stout	NaN	Brouwerij Wielemans	1921	1960	No Rating Found
Scotch Silly	Top Fermentation, Scotch	7.8	Brasserie de Silly	?	?	3.6
Schwendi	Cat S	6	Brasserie Devaux	?	?	3.181
Seefbier	Top Fermentation	NaN	meerder artisanale historische brouwerijen Antwerpse Brouw Compagnie	1677	1914	3.526
Seefbier	Top Fermentation	6.5	Antwerpse Brouw Compagnie	2012	Present	3.526
Serafijn Blond	Blond, Top Fermentation	6.2	De Proefbrouwerij voor Microbrouwerij Achilles	1999	Present	3.274
Serafijn Donker	Brown, Top Fermentation	8	De Proefbrouwerij voor Microbrouwerij Achilles	1999	Present	3.308
Serafijn Grand Cru	Amber, Top Fermentation	9	De Proefbrouwerij voor Microbrouwerij Achilles	1999	Present	3.525
Serafijn Tripel	Triple	8	De Proefbrouwerij voor Microbrouwerij Achilles	1999	Present	3.418
Serafijn Kerstlicht	Amber, Christmas Beer	7	De Proefbrouwerij voor Microbrouwerij Achilles	1999	Present	3.264
Sernia Brune	Scotch, Label Beer	7.2	Inbev	1926	Present	No Rating Found
Sezoens Aparta	Top Fermentation, Wheat Beer	6	Brouwerij Martens (Bocholt)	2020	Present	3.23
Sezoens Blond	Top Fermentation, Blond	6	Brouwerij Martens (Bocholt)	1880	2019	3.169
Sezoens Opus	Top Fermentation, Kriek	8	Brouwerij Martens (Bocholt)	2021	Present	3.203
Sezoens Original	Top Fermentation, Blond	6	Brouwerij Martens (Bocholt)	2020	Present	3.206
Sezoens Quattro	Top Fermentation, Amber	8	Brouwerij Martens (Bocholt)	1989	Present	3.22
Shark Pants	Double Ipa	9	De Struise Brouwers bij Brouwerij Deca	?	?	3.645
Sherry poesy	Geuze	6	Brouwezrij Vandervelden	?	?	No Rating Found
Sheriff	Amber	9	Brouwerij Gemeldorp	2016	Present	3.646
Silly Pils	Pilsner	5	Brasserie de Silly	1956	Present	2.915
