beer_name	Untappd_rating	Untappd_ibu	production_status
Tasting Moscatel-Geuze	N/A	N/A	N/A
Rabarber Geuze	4.068	N/A	No longer in production
Bloedappelsien Lambiek	3.943	N/A	Available
Braambes Lambiek	3.85	N/A	Available
Fire	3.426	66.0	No longer in production
Islay Whisky Lambiek	3.695	N/A	Available
Lowland Whisky Geuze	4.039	N/A	Available
Rode Rozen Lambiek	4.111	N/A	Available
Thais Lemongras Lambiek	3.718	N/A	Available
Houblot Session IPA	3.015	N/A	Available
Ratiau	3.019	N/A	Available
Spits Cherry	N/A	10.0	No longer in production
Rood Weiler	3.331	24.0	Available
Saison De Table Citron Vert / Café	3.409	N/A	Available
Saison de Table Citron Jaune / Aspérule Odorante	3.4	N/A	Available
Schnelle	3.376	N/A	Available
Seaking Zeewierstout	3.157	N/A	Available
Spoake	3.571	N/A	Available
10 Jaar Rebelle	3.688	N/A	Available
Biekorf Bier	N/A	N/A	N/A
Brigandze Bier	N/A	N/A	N/A
Brouwerijenroutebier	N/A	N/A	N/A
Champ Spo	N/A	N/A	N/A
Eburon Gold	3.459	N/A	Available
Filosoof	3.086	N/A	Available
Juul	3.497	N/A	No longer in production
Marmot	3	N/A	No longer in production
Meiviskop	N/A	N/A	N/A
Moratekske	N/A	N/A	N/A
Nief Blond	3	N/A	Available
Nobel	3.47	N/A	Available
Patatje	3.366	N/A	No longer in production
Patrong	3.175	N/A	No longer in production
Petit Clochard Noir	N/A	59.0	N/A
Petit Clochard Speciale	3.681	34.0	Available
Rebelle Kriekenbier	3.269	N/A	Available
Rebelle Quadrupel	3.586	N/A	Available
Steenbakker	N/A	N/A	N/A
Streikewoif	3.39	N/A	Available
Threonus	N/A	N/A	N/A
Tuinhier Waasmunster Bruin	N/A	N/A	N/A
Tuinhier Waasmunster Tripel	N/A	N/A	N/A
Velo Vici Velkro	3.519	42.0	No longer in production
Bucketlist Series N°13: Take A Polar Bear Plunge	N/A	N/A	N/A
Bossuwé	3.182	35.0	Available
No One Should Take Themselves So Seriously	3.78	50.0	Available
Brochus Porter	3.472	N/A	No longer in production
IEPa Zero	3.053	N/A	No longer in production
Zoete Kriek	2.86	N/A	Available
Tripel Eik	3.527	N/A	No longer in production
Rode Beuk	3.099	N/A	Available
Blonde Berk	N/A	23.0	N/A
Witte Wilg	3.459	N/A	No longer in production
Bittere IAPa	N/A	95.0	No longer in production
Stout Els	3.563	N/A	No longer in production
Straffe Stronk	3.882	25.0	No longer in production
Hopnytized Belgian IPA	3.626	45.0	Available
Hopnytized Milkshake IPA	3.598	40.0	Available
Ouroboros blond	3.332	N/A	No longer in production
Ouroboros Bruin	N/A	N/A	N/A
Merry Christmas Hohoho	N/A	N/A	N/A
't Afsluiterke	N/A	N/A	N/A
't Offensiefke	N/A	N/A	N/A
Adam and Eve Pure Gold	3.365	N/A	Available
Adam and Eve Pure Gold - Péché	3.64	N/A	Available
Adam and Eve Pure Gold - Vertu	3.365	N/A	Available
Baget	3.195	N/A	Available
Barbecue Pale Ale - Barbecook	3.368	N/A	Available
Bier Ut 't Vlaschke	3.313	N/A	Available
Buzzebier	3.292	N/A	No longer in production
Cantillana	3.375	N/A	Available
Rederijker	N/A	N/A	N/A
Drama	3.259	N/A	Available
Klucht	N/A	N/A	N/A
Thriller	3.93	N/A	No longer in production
Een Boei'je Blond	3.761	N/A	Available
Een Boei'je Tripel	3.775	N/A	Available
Ellie	3.786	15.0	No longer in production
Misbaksel	3.448	N/A	Available
Etoile	3.827	N/A	Available
George	4.074	N/A	Available
George by Rubio	2.863	N/A	Available
Ghentleman blond	N/A	N/A	No longer in production
Gold	3.554	16.0	Available
Golden Monkey	3.747	25.0	Available
Goliah	2.5	N/A	Available
Hazy IPA	3.781	35.0	No longer in production
Hoppiness In A Bottle	3.357	N/A	Available
Invasion	3.664	75.0	Available
Julemie	3.25	N/A	Available
Kei Hop	3.575	N/A	Available
Kletse Muus	3.316	N/A	Available
La Grande	3.904	65.0	No longer in production
Les Deux Copains	N/A	N/A	N/A
Lineas	3.635	35.0	No longer in production
Mieledju Bruin	3.264	N/A	Available
Nulleke	3.357	N/A	Available
Oscar Alcoholvrij	3.045	N/A	Available
Oscar Oud Bruin	3.468	N/A	Available
Riga	3.6	N/A	No longer in production
ROAR Bier Dat Brult	N/A	N/A	N/A
Saison Antigone	N/A	N/A	N/A
Santa Chela	3.504	14.0	Available
Santé	3.652	N/A	Available
Schotteke	N/A	65.0	N/A
Solico 20 Years	N/A	N/A	N/A
Spreeuwke	3.083	N/A	Available
Spreeuwke Bruin	N/A	N/A	N/A
Terrazzo Confetti	N/A	N/A	N/A
The Golden Man	4.372	40.0	No longer in production
Tiezeke	N/A	N/A	N/A
Truffle Oak	3.668	20.0	No longer in production
Verbist	N/A	N/A	N/A
Queue de Charrue Triple Boisée	3.491	22.0	Available
Jumpin' Jack	3.48	N/A	No longer in production
It’s only R‘ & R’ SMaSH	3.587	27.0	Available
Vadderik Black IPA	3.474	53.0	Available
Van Oat op Nieuw	3.276	N/A	Available
Black Naughty Russian Pudding	3.807	60.0	Available
King Mule Saison IPA	3.355	30.0	Available
Timmermans Lambicus Framboise Hibiscus	3.544	N/A	Available
Oude Schaarbeekse Kriek Millésime	3.832	N/A	Available
Martha Guilty Rouge	3.306	10.0	Available
Dikkenek Citra Hop	3.402	N/A	Available
Achel Tripel	3.672	20.0	Available
King Mule Red	3.553	25.0	Available
Sezoens Opus	3.205	N/A	Available
Waterloo Red Cherry	3.482	N/A	Available
Triple De Hesbaye	3.481	25.0	Available
The Mind of Annapurna	3.509	35.0	Available
Toranj	3.306	N/A	Available
Ambrazar 4 Friends	3.358	N/A	Available
Freddy Export	3.314	N/A	No longer in production
Sirius Gold	3.065	28.0	Available
Les Abys	3.544	40.0	No longer in production
Brunette De Beth	3.159	22.0	Available
Funky Grumpy Granny	2.838	N/A	Available
Waardamse Saison	3.218	N/A	Available
Binnenhofferke	N/A	N/A	N/A
Den Muzikant	3.161	N/A	No longer in production
Leo's Dubbel Geluk	3.324	N/A	Available
Markske	N/A	N/A	N/A
PlanBier	3.575	N/A	Available
Tripel EX	3.855	N/A	No longer in production
Wiliesan	3.461	N/A	Available
Rebels Blondje	3.623	N/A	No longer in production
Vijverling	3.949	N/A	Available
Artilium	N/A	N/A	No longer in production
Vacaarme	3.244	N/A	Available
Witamine C	3.566	14.0	Available
Reserva Quad Muscat	N/A	N/A	N/A
Saison Passion	3.433	17.0	No longer in production
Reserva Impérial Stout - Bourbon	4.13	86.0	No longer in production
Capitou	N/A	N/A	N/A
Ki'Gliss	3.28	N/A	Available
Impérial Stout Vanille	4.082	N/A	Available
Pecan Queen	3.498	N/A	Available
Chocafé	3.768	N/A	No longer in production
Tonka Orange Barleywine	3.937	N/A	Available
Goedzakken en Vetzakken	3.419	20.0	Available
Adept HOPe	3.766	N/A	Available
Flurk X	3.69	28.0	Available
Maibock, Your Bock!	3.593	N/A	No longer in production
Stevige Linker	3.769	N/A	No longer in production
WinXXel	3.435	N/A	No longer in production
Beet on the Brett	3.154	N/A	Available
Bastard of the Year 2022 - Orange Can Be Hard Sometimes She Knows	3.851	N/A	Available
Bastard of the Year 2021 - Opération Coup De Coing	3.873	N/A	No longer in production
About It	3.564	20.0	Available
J'ipa Heeee	3.404	N/A	Available
Lambica Colada	3.718	N/A	Available
Raspberry Beret	4.056	N/A	No longer in production
Spacelord Chocolate Stout	3.779	N/A	Available
Tropical Beach Bitch	3.192	N/A	Available
Weiß Men Say	3.586	20.0	Available
Wild '77	3.55	N/A	Available
Winter @ Loch Ness	N/A	N/A	N/A
Brabants Pintje	3.414	N/A	Available
Brabantse Bio Dubbel	3.431	N/A	Available
Back In Black - Imperial Chocolate Stout	3.58	37.0	Available
Back In Black - Imperial Tiramisu Stout	3.495	37.0	Available
Hopnytized American IPA	3.655	50.0	No longer in production
Hopnytized DIPA	3.71	66.0	Available
Hopnytized Everyday IPA	3.571	50.0	Available
Hopnytized Kveik IPA	3.651	45.0	Available
Winter Hellheim	3.67	31.0	Available
Hopnytized White IPA	3.606	44.0	Available
Hopnytized Golden IPA	3.618	44.0	No longer in production
Hypnotize	3.917	N/A	No longer in production
100 Espoir	N/A	N/A	N/A
Haeseveld Weizen	3.467	N/A	Available
Haeseveld Blond	3.501	23.0	Available
Zowat Avondrood	3.518	34.0	Available
Cent Tilleuls	3.383	N/A	Available
Saint Guidon	3.46	N/A	Available
La Beguinage	3.286	N/A	Available
De Wand	4.322	N/A	No longer in production
St Jac	3.459	N/A	No longer in production
Vieil Ouderghem	3.552	N/A	Available
Parvis Vieillie en Fût de Calvados	N/A	N/A	N/A
Parvis Vieillie en Fût de Laophraig	N/A	N/A	N/A
Parvis Vieillie en Fût de Pineau	3.775	N/A	Available
Parvis Vieillie en Fût de Rhum	N/A	N/A	N/A
Blanche de Liège Rosée	3.328	N/A	Available
Les Voisines Givrées	3.455	N/A	Available
Capricieuse De Chevremont	3.224	N/A	Available
Fourchette Grand Cru	3.834	N/A	Available
Fuji Beer Premium	3.712	55.0	Available
L’insortable	3.475	N/A	Available
Mijn Vader Is Een Rebel Blond	3.625	18.0	Available
Mijn Vader Is Een Rebel Triple	3.596	10.0	Available
Mousse Foû	N/A	N/A	N/A
Tabbernakelke	3.484	N/A	Available
Winter IPA	3.921	60.0	No longer in production
Ne Lustige Loemelaer	3.485	21.0	Available
4 Het Leven	3.875	21.0	Available
Gladius Facta Non Verba	3.445	36.0	Available
Le Tour De France 2015	N/A	N/A	No longer in production
Murphy	4.145	N/A	No longer in production
Ne Loemelaer Baltic Porter	N/A	N/A	N/A
Ennea	4.225	52.0	No longer in production
Mihranout	3.125	N/A	Available
Trombonist	3.526	N/A	Available
ARAfale	3.399	N/A	Available
ARAcao	3.498	N/A	No longer in production
ARAchtung	3.483	N/A	Available
ARAcine	3.092	N/A	Available
Aradler	N/A	N/A	N/A
ARAqua	3.43	N/A	Available
Rafale	4.075	10.0	Available
Buxus	3.332	30.0	Available
Arel Boy	3.545	50.0	Available
Barel Black	4.194	30.0	No longer in production
Hengstbergen Dobbel	3.117	34.0	Available
Martine Part En Cacahuete	2.976	N/A	Available
La Pitchouli	3.176	6.0	Available
Relais Pour La Vie - Arlon 2022	N/A	N/A	N/A
Boer Bon op Bollen	3.462	N/A	Available
Bruismelk	3.484	N/A	Available
Kolonel Coffee Met De Kerststal In De Brouwerij	3.595	N/A	Available
Babylon Berlin	3.38	N/A	Available
Barley Gumble	3.678	N/A	Available
Bezonken Rood	3.755	N/A	Available
Black Pudding Bowmore	3.776	N/A	Available
Barley Gumble Cognac Barrel	3.698	N/A	Available
Cultuurschok	3.516	N/A	Available
Dr. Decibel	3.351	N/A	Available
Hamsteraar	3.631	N/A	Available
La Chanson Des Vieux Amants	3.557	N/A	Available
Samhain	3.799	30.0	No longer in production
Ze Vroegen Om Iets Met Billie In De Naam Te Doen	N/A	N/A	N/A
La Der	3.62	18.0	Available
Bruut'n Triest PX Sherry	N/A	N/A	N/A
Sour Cydonia	3.803	N/A	Available
Vol Begeerte 2022	3.257	N/A	Available
Vol Begeerte 2021	3.56	N/A	Available
Vol Begeerte Okt2022	3.324	N/A	Available
Jean-Pierre Van Roggem	3.699	N/A	Available
Chica Nele	3.357	N/A	Available
Escort Deluxe 2022	3.642	N/A	Available
Hoppy Single	3.48	43.0	Available
Katsubo - MEUG 2022 festivalbier	3.604	N/A	Available
Patsy's Passie	3.622	N/A	Available
Reizende Zonne	3.428	N/A	Available
Valentina Rossa	3.321	N/A	Available
Vliere Fluitster	3.427	N/A	Available
Bar'riqueske	2.6	N/A	Available
Blonde Sjoe	N/A	N/A	N/A
M.A.P. Blonde	3.353	36.0	Available
Blozende Cindy	3.467	N/A	Available
Doris Desem	3.493	N/A	Available
JJ's Dakwater	N/A	25.0	N/A
Jolige Joost	3.51	N/A	Available
Kater	3.981	N/A	Available
Kuitenbijter	3.296	N/A	Available
Realistische Raymond	N/A	N/A	N/A
Schobbejak	3.372	N/A	Available
Starting Daisy	N/A	N/A	N/A
Tunnel	3.957	N/A	No longer in production
Walter	3.549	N/A	No longer in production
Zeveraar	3.488	22.0	Available
Bàrathisnes	2.806	N/A	Available
TÖPFERKeller	3.238	N/A	Available
1919 Saint-Laurent	N/A	N/A	N/A
Ask Nestor	N/A	N/A	N/A
Bronzée	3.473	N/A	Available
Caracole Ambrée Vieillie en tonneau de Lambertus	N/A	N/A	N/A
Cuvée Anniversaire Jacquy Balleux	N/A	N/A	N/A
Cuvée des Cenosillicaphobes	N/A	N/A	N/A
Cuvée des Sauvages	3.359	N/A	Available
Dionaise	3.154	N/A	Available
Fouyau	N/A	N/A	N/A
GMSI	N/A	N/A	N/A
Krakin	N/A	N/A	N/A
La Bonne Heure Amber	3.541	N/A	Available
La Braisée	N/A	N/A	N/A
La Cendrée	N/A	76.0	N/A
La Charlemont La Lys	3.35	N/A	Available
La Gabarre	3.598	N/A	Available
La Tomberg	N/A	N/A	N/A
La Turluut Ambrée	3.084	N/A	Available
La Turluut Brune	N/A	N/A	N/A
Nain' Croyable	N/A	N/A	N/A
Namurette	N/A	N/A	N/A
Nostradamus Grand Cru	3.688	N/A	No longer in production
S'huy Meuse	N/A	N/A	N/A
Sillus	3.676	N/A	No longer in production
Spyroux Ambrée	3.061	N/A	No longer in production
Spyroux Blonde	3.341	N/A	Available
Spyroux Cerise	N/A	N/A	N/A
Spyroux Mirabelle	N/A	N/A	N/A
Timb-beer	3.345	N/A	Available
Wadjes	N/A	N/A	No longer in production
l'Ambresinoise Ambrée	N/A	N/A	N/A
l'Ambresinoise Blonde	N/A	N/A	N/A
l'Ambresinoise Brune	N/A	N/A	N/A
La Baroque Ambrée	3.339	N/A	Available
La Baroque Brune	3.631	N/A	No longer in production
Boneffoise Cuvée 2002	N/A	N/A	N/A
Ana Hop	3.013	15.0	Available
Rex Artus	3.447	36.0	Available
Rex Artus Grand Prestige	3.479	N/A	Available
Flemish Villains Beer	N/A	33.0	N/A
Troubadour Zestra	3.191	35.0	Available
Dokkie	3.275	N/A	Available
Lazarus Rum Infused	3.48	N/A	Available
Vlierbeek Winter	3.517	N/A	Available
Bidon Recup	2.611	30.0	Available
Broeder Jacob Blond	3.508	N/A	Available
Broeder Jacob Double Red	3.089	N/A	Available
Broeder Jacob Malt	N/A	N/A	N/A
Brunette de Venice	3.419	N/A	Available
Copains Whiskey Infused Beer	3.447	N/A	Available
De Veuleste	N/A	N/A	N/A
La Chasse	3.378	25.0	Available
Ne Pastoar Munte Triple	3.489	N/A	Available
Winter Warm	3.724	45.0	Available
Nen Bolle	N/A	N/A	No longer in production
Nethe Rood	2.978	N/A	Available
Pleintjesbier Blond	3.423	N/A	Available
Tripel Cafe 't Pleintje	3.438	N/A	Available
Wij Tripel	3.417	N/A	Available
XXX Fruit	3.321	N/A	No longer in production
‘t Pleintje Double Port	3.455	N/A	Available
Belenos	3.16	N/A	Available
La Valentine	3.685	28.0	Available
Madame Dussy	N/A	N/A	N/A
Belissima	3.509	N/A	Available
La Hurissantte	N/A	30.0	N/A
La Nita	N/A	30.0	No longer in production
Mojiblon	N/A	N/A	N/A
Saria	3.538	5.0	Available
Taranis	3.482	N/A	No longer in production
The Incoming of Betty B.	3.527	35.0	Available
Kruisberghoeve	N/A	25.0	N/A
KBR KriekenBier	3.254	N/A	Available
Quad 11	3.889	35.0	No longer in production
Bon Goesta	3.471	N/A	Available
Arever de Noël	3.238	N/A	Available
Mio	3.5	8.0	Available
Berbe Rouge	3.795	N/A	Available
Cargo 2022	3.414	32.0	No longer in production
Grand Bi	3.393	39.0	No longer in production
Le Vélo de ma Sour - Blood Orange	3.335	N/A	Available
Le Vélo de ma Sour - Redcurrant	3.475	11.0	Available
Le Vélo de ma Sour - Rhubarb	3.415	11.0	Available
Single Speed/Hop - Rakau	3.537	51.0	Available
Trottinette	3.39	30.0	Available
BXL Tour	3.388	N/A	Available
Cargo	3.489	N/A	No longer in production
Cuistax	3.506	30.0	Available
Folding	3.26	23.0	No longer in production
Gravel	3.235	57.0	No longer in production
Jean&jules	3.495	26.0	Available
La Sève	4.159	N/A	Available
Le Vélo de ma Sour - Kiwi	3.377	11.0	Available
Poursuite	3.447	95.0	No longer in production
La Gaudriole	3.5	N/A	Available
Vlaming	3.101	N/A	No longer in production
Hofnar Rye IPA	3.123	35.0	Available
Inglorious Quad - Dark Fruit	3.62	33.0	Available
Billie's Tropical	3.549	32.0	Available
Inglorious Quad - Chili	3.671	N/A	Available
Inglorious Quad - Vanilla, Coffee and Chocolate	4	N/A	Available
Inglorious Quad - Espresso	3.792	33.0	Available
Inglorious Quad - Hop Infused	3.464	33.0	Available
Killed By Billie	3.436	N/A	Available
Pulp Addiction	3.777	N/A	No longer in production
Kompel Alcoholvrij	2.94	30.0	Available
Lampenmeisje	3.477	10.0	No longer in production
Mijnschool Rhum Oaked	3.661	20.0	No longer in production
Nostalgia Collection De Laatste Mijn	3.601	12.0	No longer in production
Nostalgia Collection Schachtstuiker	3.551	30.0	No longer in production
Nostalgia Collection Het Eeuwfeest	3.542	15.0	No longer in production
Zomergoud	3.016	N/A	No longer in production
Nostalgia Collection Mijnfiets	3.475	30.0	Available
Zjeng - Oan Den Tripel	3.359	N/A	Available
's Keizers Stout Imperial	N/A	36.0	N/A
Heikneuter	N/A	N/A	No longer in production
Moeder Kee	3.398	N/A	Available
Moen	3.862	N/A	No longer in production
Mont Noir	3.643	N/A	No longer in production
Super Nils	4.144	N/A	Available
Zjef	3.387	N/A	No longer in production
Piche Cacaye De Bastogne Blond	N/A	N/A	N/A
Piche Cacaye De Bastogne Rousse	3.611	N/A	Available
Anyse	4.213	N/A	No longer in production
Beatific Ecstasy	3.622	N/A	Available
Jan	3.641	45.0	Available
Jozef	3.425	N/A	Available
Lieve	3.239	35.0	No longer in production
Lisa Reine Claude	4.205	N/A	Available
Marie	4.092	N/A	Available
Marleen Blanche	4.177	N/A	Available
Marriage L en F	N/A	N/A	N/A
Nicolas	N/A	39.0	N/A
Angelina Munt	4.211	N/A	Available
Marleen Jaune	3.803	N/A	Available
Charlotte Munt	N/A	N/A	N/A
Charlotte	3.483	N/A	Available
Constantinus	3.252	N/A	No longer in production
Em(m)anuel	4.282	N/A	No longer in production
Paul	3.872	85.0	Available
Fleur De Lotus	4.154	N/A	No longer in production
Lumière	3.803	N/A	No longer in production
Mac Wolf	3.737	N/A	No longer in production
Ombre	3.76	N/A	No longer in production
Riw'Haka	4.292	N/A	No longer in production
Rock 'n' Wolf	4.107	N/A	No longer in production
Halfzeven Donker	N/A	N/A	N/A
Sas 13 Blond	N/A	N/A	N/A
Sas 13 Dark - Boeken Toe	3.771	N/A	Available
La Rotarienne	N/A	N/A	N/A
Reserve Royale Rose	2.795	N/A	Available
Molder Tripel	3.427	N/A	Available
HeteLore	2.967	N/A	Available
Nonneke Blond	3.326	N/A	Available
Aaigems Blond Pensioenbier	N/A	N/A	N/A
4th Libertus Rode Biet	3.387	20.0	Available
5th Libertus Tarwe	3.499	20.0	Available
6th Libertus Cuvée	3.497	45.0	Available
7th Libertus Rustiek	3.473	25.0	Available
Jim Beam Bourbon Whiskey Oak Aged 1 Year	3.707	N/A	Available
Libertus 900 Jubileum Bier	3.671	15.0	Available
1st Quirinus Rogge	3.227	15.0	Available
2nd Quirinus Groen	3.182	22.0	Available
3rd Quirinus Groen Mout	3.223	N/A	Available
1st Libertus Anniversary Edition	3.336	25.0	Available
8th Libertus Infused Malt	3.531	N/A	Available
Jamaica Rum Oak Aged 1 Year	3.836	N/A	Available
10th Libertus Hazy IPA	3.755	55.0	Available
Trott de Huy	N/A	N/A	N/A
Saint-Jean Été	2.871	N/A	Available
La Luna Triple	N/A	N/A	No longer in production
Stout of Java	3.577	N/A	No longer in production
Warèm	3.379	N/A	Available
90 Jaar KSA Rooyghem	N/A	N/A	N/A
Super Mario en Edith Prinsenpaar Bier	3.375	N/A	No longer in production
Tripel Muis Blond	3.392	N/A	Available
Tripel Muis Amber	N/A	N/A	N/A
't Stad Masteng	N/A	N/A	N/A
Blue Bull	2.216	N/A	Available
Rachelleke	3.524	N/A	Available
Weldse Lambiek	N/A	N/A	No longer in production
Lodge Citrus Wheat	3.168	12.0	Available
LODGE Hoppy Blonde	3.4	31.0	Available
Ruusbroec	3.158	20.0	Available
Eline en Hannelore's Dankjewel Bier	N/A	N/A	N/A
4knt 66	3.37	N/A	Available
4knt Pils	N/A	N/A	N/A
4knt Spéciale	3.364	N/A	Available
Hoefijzer Tripel	3.506	N/A	Available
Zoetgoud Ouw Karamel	3.321	N/A	Available
Lobbes	3.331	N/A	Available
Nonnemielen	3.401	N/A	Available
Phase One Lager Jacaranda	N/A	N/A	N/A
Rosendaal	3.38	N/A	No longer in production
St. Godeleva	3.305	N/A	Available
Special Dark Rum Barrel Aged	3.413	N/A	Available
Blu	3.661	N/A	No longer in production
Mutte Jins Hemiksem	N/A	N/A	N/A
Nen Tripel 43 Rumoldus	N/A	41.0	N/A
Katerke	N/A	N/A	N/A
Den Beir	3.401	N/A	Available
Sint-jan In't Fleske	N/A	N/A	N/A
B'ardeau	3.117	3.0	No longer in production
Mort Subite Rouge	3.678	N/A	Available
Mort Subite Gueuze Lambic	3.271	N/A	No longer in production
Mort Subite Gueuze Sur Lie	3.271	N/A	Available
Rodenbach Evolved Grand Cru Aged 10 Years	4.057	8.0	Available
Blinden Ezel	3.661	24.0	Available
Sint-Pieterke	N/A	N/A	N/A
Zeegeuze	3.282	N/A	Available
Session IPA	3.692	42.0	Available
Oostende Bonsoir	3.19	N/A	Available
Vito	3.816	22.0	No longer in production
Eigen brouwseltje van Napoleon	N/A	N/A	N/A
Allambique	3.355	N/A	No longer in production
Après Surf	3.7	N/A	No longer in production
Blue Buddha Beer	2.78	N/A	Available
Callista	3.906	40.0	Available
Cheval	3.698	N/A	Available
CurieuzeGeuze	N/A	N/A	N/A
De Lange Neuze	N/A	N/A	N/A
Echt Belgisch Kriekenbier	N/A	N/A	N/A
Ferm	2.923	N/A	No longer in production
Larsipulamie	2.957	N/A	Available
Madameke	2.959	N/A	Available
Mylledju	N/A	N/A	N/A
Piekenoas	2.917	N/A	Available
Plakzantje	3.212	N/A	Available
Smitje	3.075	N/A	Available
Stuver	N/A	N/A	N/A
Wild Bill	3.303	N/A	No longer in production
Meermin Gent	3.507	32.0	Available
Nen Zultekapelle	N/A	N/A	N/A
Agneske	3.302	N/A	Available
Hellevelders	N/A	N/A	N/A
Op Hete Kolen	3.448	N/A	Available
Steentje	3.47	N/A	Available
La Saint Jean-Baptiste	3.231	25.0	Available
Gilbert Samenwerkingsbier turfmout	3.536	N/A	Available
Gilbert Samenwerkingsbier Boekweit	3.615	20.0	Available
Impériale 21	3.413	N/A	No longer in production
La Rulles 23 ème	3.431	N/A	Available
Epeautre	3.167	N/A	Available
Jean Chris Numero 1 - Dry Hopping Galaxy	3.85	40.0	No longer in production
Jeanchris	3.419	N/A	No longer in production
Rodenbach FruitAge 0.0	3.196	N/A	Available
Rodenbach Humo	N/A	N/A	N/A
